
SetupTitle, I/V Sweep - Unit (transfer)
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 0
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighSpeed.Mode, PLC
TestParameter, Measurement.Adc.HighSpeed.Coeff, 5
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, PLC
TestParameter, Measurement.Adc.HighResolution.Coeff, 5
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, SS
TestParameter, Function.User.Unit, mV/dec
TestParameter, Function.User.Definition, diff(VG,log(ID))*1000
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VG
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -3
TestParameter, Output.Graph.XAxis.Right, 3
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, ID, IG
TestParameter, Output.Graph.YAxis.Scale, Log, Log
TestParameter, Output.Graph.YAxis.Bottom, 0, 1E-15
TestParameter, Output.Graph.YAxis.Top, 0.0001, 1E-12
TestParameter, Output.Graph.YAxis.Group, , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true
TestParameter, Output.List.Data, VG, VD, VS, IG, ID, IS, SS
TestParameter, Output.Scalar.Data, SS
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 04/09/2026 11:07:52
MetaData, TestRecord.TestTarget, 260331_WF02_#5_40_20_1_R1_TRANSFER_SWEEP
MetaData, TestRecord.IterationIndex, 2
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, a4005d6b-74f5-40cc-b616-4055ec16f8f7
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VG
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -3
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 3
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, ID, IG
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-15, -1E-11
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.0001, -1E-15
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU3:HR, Name=VG, Direction=Single, Linear/Log=LINEAR, Start=-3 V, Stop=3 V, Step=60 mV, No. of Steps=101, Compliance=100 mA, Pwr Comp=OFF	[VAR2] Unit=SMU1:HR, Name=VD, Start=100 mV, Stop=2.9 V, Step=700 mV, No. of Steps=5, Compliance=100 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU2:HR, Name=VS, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, VD	0.1,0.8,1.5,2.2,2.9	0.1	0.7	5
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VG, VD, VS, IG, ID, IS, SS
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, V, V, A, A, A, mV/dec
AnalysisSetup, Analysis.Setup.Scalar.Datum.Name, SS
AnalysisSetup, Analysis.Setup.Scalar.Datum.Value, -98.156553377936987
AnalysisSetup, Analysis.Setup.Scalar.Datum.Unit, mV/dec
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, I/V Sweep - Unit (transfer)
Dimension1, 101, 101, 101, 101, 101, 101, 101
Dimension2, 5, 5, 5, 5, 5, 5, 5
DataName, VG, VD, VS, IG, ID, IS, SS
DataValue, -3, 0.1, 0, -2.3080000000000003E-12, 2.93E-13, 2.0900000000000002E-13, -98.156553377936987
DataValue, -2.94, 0.1, 0, -1.0960000000000002E-12, 1.59E-13, 1.5600000000000002E-13, -136.9626042933462
DataValue, -2.88, 0.1, 0, -8.69E-13, 1.22E-13, 1.28E-13, -162.56398916318267
DataValue, -2.82, 0.1, 0, -7.29E-13, 7.6E-14, 5.6E-14, -100.57806133648218
DataValue, -2.7600000000000002, 0.1, 0, -6.86E-13, 3.7E-14, 5.9E-14, -89.8875686247366
DataValue, -2.7, 0.1, 0, -5.7E-13, 2.0000000000000003E-14, 7.1E-14, -572.190044713651
DataValue, -2.64, 0.1, 0, -5.11E-13, 3.0000000000000005E-14, 3.8E-14, -234.91382267654723
DataValue, -2.58, 0.1, 0, -4.5200000000000004E-13, 1.2000000000000001E-14, 6.2E-14, 958.74869524567612
DataValue, -2.52, 0.1, 0, -4.0800000000000003E-13, -3.4E-14, 4.9000000000000006E-14, -66.973275186149749
DataValue, -2.46, 0.1, 0, -3.78E-13, 2E-15, 8.7000000000000008E-14, -106.33911837931943
DataValue, -2.4, 0.1, 0, -3.3200000000000005E-13, -1.1E-14, 2.6000000000000003E-14, 42.805770109797756
DataValue, -2.34, 0.1, 0, -3.29E-13, 3.3000000000000005E-14, 3.2E-14, 101.21255460384933
DataValue, -2.2800000000000002, 0.1, 0, -2.9000000000000003E-13, -3.6000000000000004E-14, 3.4E-14, -165.76443863263123
DataValue, -2.22, 0.1, 0, -2.79E-13, -1.6E-14, 1.4E-14, -187.76993122015375
DataValue, -2.16, 0.1, 0, -2.17E-13, -1.9E-14, -2E-15, -208.56356980693332
DataValue, -2.1, 0.1, 0, -2E-13, -9.0000000000000011E-15, 3.7E-14, 135.71553034581993
DataValue, -2.04, 0.1, 0, -2.36E-13, -4.6000000000000006E-14, 2.8E-14, 63.819166551219716
DataValue, -1.98, 0.1, 0, -1.6800000000000002E-13, -5.9E-14, 1.3000000000000001E-14, -196.79694227572264
DataValue, -1.92, 0.1, 0, -1.81E-13, -2.5E-14, -1.2000000000000001E-14, -950.16596978091286
DataValue, -1.86, 0.1, 0, -1.7200000000000002E-13, -5.2000000000000006E-14, -2.2E-14, 306.08958512780123
DataValue, -1.8, 0.1, 0, -1.2600000000000002E-13, -3.7E-14, -9.0000000000000011E-15, -163.8520762994948
DataValue, -1.74, 0.1, 0, -1.42E-13, -2.5E-14, 7E-15, -492.56618567119835
DataValue, -1.68, 0.1, 0, -1.1000000000000001E-13, -2.9E-14, 1.8000000000000002E-14, 155.82225539121487
DataValue, -1.62, 0.1, 0, -8.2E-14, -5.4000000000000003E-14, -7E-15, 102.9774502500857
DataValue, -1.56, 0.1, 0, -8.0000000000000013E-14, -9.3000000000000008E-14, -5.700000000000001E-14, 398.042434493002
DataValue, -1.5, 0.1, 0, -6.5E-14, -7.3E-14, -2.6000000000000003E-14, -245.123960814846
DataValue, -1.44, 0.1, 0, -4.1E-14, -5.700000000000001E-14, -3.6000000000000004E-14, -353.75718758528819
DataValue, -1.3800000000000001, 0.1, 0, -3.8E-14, -5.2000000000000006E-14, 5.0000000000000008E-15, 2339.487089546777
DataValue, -1.32, 0.1, 0, -1.6E-14, -6.0000000000000009E-14, -1.5000000000000002E-14, 263.46091599481565
DataValue, -1.26, 0.1, 0, -1.1E-14, -8.2E-14, -2.1000000000000002E-14, 384.1540487949834
DataValue, -1.2, 0.1, 0, 1.9E-14, -8.2E-14, -1.1E-14, -1344.8220927671841
DataValue, -1.1400000000000001, 0.1, 0, -9.0000000000000011E-15, -7.5000000000000009E-14, -2.3000000000000003E-14, -1168.9736387069563
DataValue, -1.08, 0.1, 0, 1.7E-14, -7.4E-14, -3.4E-14, 403.1819071697322
DataValue, -1.02, 0.1, 0, 5.1000000000000004E-14, -1.0100000000000001E-13, -3.0000000000000002E-15, 741.45919891226413
DataValue, -0.96, 0.1, 0, 7E-14, -8.7000000000000008E-14, -3.5E-14, -223.22131413983126
DataValue, -0.9, 0.1, 0, 8.5E-14, -5.9E-14, -8E-15, -487.01216976846717
DataValue, -0.84, 0.1, 0, 9.2000000000000012E-14, -6.8E-14, -3.0000000000000005E-14, 291.90054378947309
DataValue, -0.78, 0.1, 0, 9.8000000000000012E-14, -8.9000000000000012E-14, -5.9E-14, -324.88619879063305
DataValue, -0.72, 0.1, 0, 9.7E-14, -4.7E-14, -4.4E-14, -759.96008703039672
DataValue, -0.66, 0.1, 0, 1E-13, -7.6E-14, -4.7E-14, 763.42879105633415
DataValue, -0.6, 0.1, 0, 1.12E-13, -5.5000000000000005E-14, -5.5000000000000005E-14, 709.73861313891246
DataValue, -0.54, 0.1, 0, 1.3200000000000002E-13, -9.0000000000000008E-14, -6.8E-14, 469.94930363081676
DataValue, -0.48, 0.1, 0, 1.16E-13, -7.1E-14, -7.2000000000000009E-14, 597.99463854767851
DataValue, -0.42, 0.1, 0, 1.36E-13, -1.1000000000000001E-13, -4.1E-14, 713.70403783955476
DataValue, -0.36, 0.1, 0, 1.75E-13, -8.4000000000000008E-14, -3.7E-14, 6659.8198159202357
DataValue, -0.3, 0.1, 0, 1.89E-13, -1.12E-13, -6.0000000000000009E-14, 314.65707542650546
DataValue, -0.24, 0.1, 0, 2.0300000000000002E-13, -1.23E-13, -7.1E-14, -263.26239475046884
DataValue, -0.18, 0.1, 0, 2.11E-13, -7.1E-14, -1.2000000000000001E-14, -758.41841973991518
DataValue, -0.12, 0.1, 0, 2.12E-13, -1.0500000000000001E-13, -8.3000000000000012E-14, 2189.4519450732005
DataValue, -0.06, 0.1, 0, 2.6400000000000004E-13, -7.5000000000000009E-14, -6.2E-14, 799.67642652379561
DataValue, 0, 0.1, 0, 3.4600000000000004E-13, -1.22E-13, -1.4E-13, 187.98790378641
DataValue, 0.06, 0.1, 0, 4.68E-13, 1.42E-13, -3.05E-13, 52.377883165672543
DataValue, 0.12, 0.1, 0, 2.7600000000000004E-13, 1.2060000000000001E-12, -1.391E-12, 31.636287524012292
DataValue, 0.18, 0.1, 0, 2.95E-13, 6.3040000000000006E-12, -6.439E-12, 38.5243289821214
DataValue, 0.24, 0.1, 0, 2.6600000000000003E-13, 2.7173E-11, -2.6862000000000002E-11, 43.598490854666004
DataValue, 0.3, 0.1, 0, 3.0000000000000003E-13, 9.8847000000000013E-11, -9.711700000000001E-11, 49.670079353184825
DataValue, 0.36, 0.1, 0, 2.7800000000000003E-13, 3.04346E-10, -2.9907100000000004E-10, 57.178142263914218
DataValue, 0.42, 0.1, 0, 2.9000000000000003E-13, 8.0615600000000011E-10, -7.92153E-10, 66.909444624121633
DataValue, 0.48, 0.1, 0, 2.4000000000000004E-13, 1.8292E-09, -1.79341E-09, 78.219801066806852
DataValue, 0.54, 0.1, 0, 2.4100000000000003E-13, 3.73841E-09, -3.68746E-09, 90.804352242252349
DataValue, 0.6, 0.1, 0, 2.8900000000000003E-13, 6.8579E-09, -6.77131E-09, 107.10348455333516
DataValue, 0.66, 0.1, 0, 2.43E-13, 1.1462399999999999E-08, -1.1330999999999999E-08, 125.24243981191702
DataValue, 0.72, 0.1, 0, 2.69E-13, 1.78775E-08, -1.77082E-08, 144.52160011487
DataValue, 0.78, 0.1, 0, 2.67E-13, 2.62955E-08, -2.6073099999999997E-08, 166.24477882068015
DataValue, 0.84, 0.1, 0, 2.68E-13, 3.6795299999999996E-08, -3.6526799999999996E-08, 189.70753612424443
DataValue, 0.9, 0.1, 0, 2.9900000000000004E-13, 4.9498899999999993E-08, -4.9172499999999992E-08, 214.1611787379905
DataValue, 0.96, 0.1, 0, 2.67E-13, 6.44375E-08, -6.4071899999999988E-08, 239.98935074171857
DataValue, 1.02, 0.1, 0, 2.93E-13, 8.1611699999999987E-08, -8.1199999999999986E-08, 267.05270339166367
DataValue, 1.08, 0.1, 0, 2.92E-13, 1.0099239999999999E-07, -1.0053349999999999E-07, 295.75117764444241
DataValue, 1.1400000000000001, 0.1, 0, 2.9000000000000003E-13, 1.22452E-07, -1.21953E-07, 324.75781959593462
DataValue, 1.2, 0.1, 0, 2.82E-13, 1.46138E-07, -1.45596E-07, 353.67694336566052
